식품명,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품명,식품중분류명,식품소분류명,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처명,식품중량
삼색 오이냉국,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,삼색 오이냉국,해당없음,해당없음,해당없음,100ml,17,51.3,0.6,0.21,,3.52,2.68,0.4,10,0.13,18,78,234,7,0,80,0.009,0.042,0.16,5.01,0,0,0.04,,식품의약품안전처,160ml
새우젓국,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,새우젓국,해당없음,해당없음,해당없음,100ml,23,41.4,2,0.72,,2.31,0.85,1,29,0.32,39,105,287,5,0,57,0.025,0.047,0.14,1.77,0,4.33,0.12,,식품의약품안전처,320ml
선짓국,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,선짓국,해당없음,해당없음,해당없음,100ml,45,39.5,3.9,1.9,,3.53,0.8,1.6,26,3.16,35,106,462,31,1,361,0.065,0.066,0.468,1.1,0,5.12,0.53,,식품의약품안전처,320ml
소고기 두부국,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,소고기 두부국,해당없음,해당없음,해당없음,100ml,34,15.5,2.8,2.18,,0.62,0.04,0.3,8,0.36,32,48,160,2,1,5,0.007,0.043,0.241,0.18,0,6.14,0.61,,식품의약품안전처,320ml
미역국_소고기,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,미역국,소고기,해당없음,해당없음,100ml,17,4.8,1.45,1.05,,0.7,0.02,0.4,11,0.25,15,84,215,4,0,37,0.007,0.027,0.207,0.31,0,3.58,0.29,,식품의약품안전처,320ml
미역국_홍합,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,미역국,홍합,해당없음,해당없음,100ml,9,14.8,1.11,0.25,,0.85,0.02,0.4,13,0.47,20,66,213,5,2,35,0.006,0.034,0.253,0.47,0,2.8,0.05,,식품의약품안전처,320ml
미역냉국,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,미역냉국,해당없음,해당없음,해당없음,100ml,26,21.9,0.9,1.65,,2.58,0.89,1.2,21,0.28,21,135,643,11,0,135,0.019,0.063,0.207,2.29,0,0.03,0.26,,식품의약품안전처,160ml
미역냉국_오이,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,미역냉국,오이,해당없음,해당없음,100ml,11,13.7,0.5,0.11,,2.7,1.85,0.6,19,0.18,10,94,290,9,0,103,0.006,0.035,0.101,1.66,0,0,0.02,,식품의약품안전처,300ml
미역냉국_오이_고추,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,미역냉국,오이,고추,해당없음,100ml,14,17.4,0.6,0.19,,3.11,1.99,0.8,19,0.2,13,121,258,10,0,122,0.011,0.042,0.136,3.62,0,0,0.04,,식품의약품안전처,200ml
배추국,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,배추국,해당없음,해당없음,해당없음,100ml,9,19.5,1.3,0.1,,0.89,0.37,0.3,43,0.27,37,74,111,2,0,29,0.009,0.015,0.088,2.92,0.02,10.45,0.03,,식품의약품안전처,320ml
북어국_무,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,북어국,무,해당없음,해당없음,100ml,30,47.3,4.5,0.82,,0.97,0.33,0.3,21,0.41,45,94,148,7,7,7,0.026,0.046,0.382,1.1,0.16,25.51,0.21,,식품의약품안전처,300ml
북어국_무_두부,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,북어국,무,두부,해당없음,100ml,25,55.2,3.4,0.74,,1.01,0.23,0.4,17,0.36,37,82,268,5,5,4,0.023,0.041,0.332,1.03,0.1,17.6,0.17,,식품의약품안전처,270ml
북어국_콩나물,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,북어국,콩나물,해당없음,해당없음,100ml,15,44.8,1.85,0.47,,0.99,0.21,0.3,12,0.18,26,72,130,2,2,9,0.027,0.034,0.293,1,0.06,7.95,0.09,,식품의약품안전처,350ml
북어국_달걀,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,북어국,달걀,해당없음,해당없음,100ml,32,37.7,4.9,0.91,,0.89,0.3,0.3,22,0.44,48,88,150,9,8,6,0.023,0.044,0.352,0.98,0.17,29.02,0.24,,식품의약품안전처,300ml
사골국,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,사골국,해당없음,해당없음,해당없음,100ml,35,14.5,1.8,1.67,,2.94,0.18,0.2,5,0.34,19,49,6,2,1,7,0.007,0.026,0.225,0.79,0,5.82,0.52,,식품의약품안전처,563ml
삼계탕,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,삼계탕,해당없음,해당없음,해당없음,100ml,46,19.2,5.2,0.34,,5.17,0.67,0.3,5,0.34,31,97,188,9,9,5,0.063,0.051,0.681,0.63,0,12.48,0.06,,식품의약품안전처,831.6
새우탕,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,새우탕,해당없음,해당없음,해당없음,100ml,40,42.9,6.2,0.56,,2.51,0.89,0.8,29,0.89,87,132,217,14,0,164,0.023,0.059,0.741,1.77,0,44.71,0.09,,식품의약품안전처,760.5
설렁탕,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,설렁탕,해당없음,해당없음,해당없음,100ml,37,10.3,2.1,1.24,,4.08,0.12,0.1,2,0.26,18,31,133,1,1,4,0.009,0.022,0.201,0.14,0,4.93,0.39,,식품의약품안전처,550ml
소고기육개장,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,소고기육개장,해당없음,해당없음,해당없음,100ml,25,26.3,1.91,1.41,,1.49,0.37,0.7,13,0.29,25,80,125,13,2,132,0.019,0.052,0.336,2.02,0.02,7.33,0.41,,식품의약품안전처,440ml
순대국,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,순대국,해당없음,해당없음,해당없음,100ml,55,31,2.9,1.82,,6.98,0.5,1,22,1.92,31,72,182,18,1,196,0.049,0.039,0.334,1.01,0,14.01,0.49,,식품의약품안전처,393.3
어묵국(어묵탕)_고춧가루 제외,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,어묵국(어묵탕),고춧가루 제외,해당없음,해당없음,100ml,21,57.2,1.4,0.48,,2.92,0.6,0.2,9,0.12,18,60,220,4,3,19,0.017,0.025,0.248,1,0,2.05,0.09,,식품의약품안전처,320ml
오이냉국,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,오이냉국,해당없음,해당없음,해당없음,100ml,17,51.2,0.57,0.21,,3.59,2.67,0.4,10,0.13,17,77,226,7,0,80,0.009,0.043,0.168,5.03,0,0,0.04,,식품의약품안전처,160ml
물만두,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,물만두,해당없음,해당없음,해당없음,100ml,97,39.7,6.7,2.34,,13.08,0.06,1.3,22,0.57,78,97,93,0,0,1,0.048,0.099,0.326,0.89,0,4.2,0.43,,식품의약품안전처,382.1
미트 스파게티,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,미트 스파게티,해당없음,해당없음,해당없음,100ml,109,30.7,4.3,1.97,,18.59,2.82,1.4,14,0.52,58,183,136,21,1,233,0.064,0.05,0.994,2.1,0.03,4.96,0.51,,식품의약품안전처,350ml
바지락 수제비_감자,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,바지락 수제비,감자,해당없음,해당없음,100ml,43,12.7,1.7,0.49,,7.52,0.16,0.4,6,0.22,19,47,145,3,3,6,0.021,0.022,0.064,0.73,0.02,7.38,0.12,,식품의약품안전처,1072
볶음 우동,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,볶음 우동,해당없음,해당없음,해당없음,100ml,57,16.9,2.1,2.65,,5.99,0.12,0.4,23,0.24,26,45,305,6,4,19,0.021,0.018,0.161,0.16,0.04,15.12,0.47,,식품의약품안전처,748.5
비빔냉면,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,비빔냉면,해당없음,해당없음,해당없음,100ml,96,18.6,4.2,1.22,,16.81,1.54,1.4,13,0.77,59,104,208,15,6,107,0.046,0.076,0.442,1.2,0.08,16.92,0.32,,식품의약품안전처,573.1
어묵 우동,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,어묵 우동,해당없음,해당없음,해당없음,100ml,61,29.8,1.9,0.72,,11.22,0.15,0.6,11,0.16,18,34,246,4,1,34,0.032,0.064,0.263,0.14,0,0.73,0.16,,식품의약품안전처,630ml
장국국수,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,장국국수,해당없음,해당없음,해당없음,100ml,71,7.4,3.1,1.45,,10.64,0.33,0.4,22,0.39,40,49,271,5,4,17,0.022,0.045,0.165,0.28,0.06,12.22,0.38,,식품의약품안전처,736.8
짜장면,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,짜장면,해당없음,해당없음,해당없음,100ml,117,32.4,4,2.06,,22.06,1.9,2.4,15,0.32,39,178,371,7,0,79,0.038,0.068,0.438,2.94,0.01,1.49,0.41,,식품의약품안전처,550ml
해물 스파게티,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,해물 스파게티,해당없음,해당없음,해당없음,100ml,82,62.1,4.8,1.13,,12.76,1.91,1,19,1.15,66,151,105,18,2,189,0.046,0.108,0.934,3.8,0.24,20.06,0.24,,식품의약품안전처,700ml
닭죽,음식,7,산업체급식(재료량 기반 산출 함량),04,죽 및 스프류,닭죽,해당없음,해당없음,해당없음,100ml,111,37.8,7.7,0.55,,18.13,0.98,0.9,8,0.49,57,187,144,30,12,217,0.141,0.072,1.078,1.83,0,15.91,0.11,,식품의약품안전처,261.3
닭죽_채소,음식,7,산업체급식(재료량 기반 산출 함량),04,죽 및 스프류,닭죽,채소,해당없음,해당없음,100ml,111,24.5,5.56,2.05,,16.57,0.76,0.6,6,0.57,63,87,153,23,9,165,0.083,0.056,1.09,0.87,0,15.65,0.55,,식품의약품안전처,250ml
전복죽,음식,7,산업체급식(재료량 기반 산출 함량),04,죽 및 스프류,전복죽,해당없음,해당없음,해당없음,100ml,139,12.6,3.6,3.63,,21.66,0.13,0.6,15,0.39,48,29,248,0,0,0,0.058,0.052,0.702,0.23,0,15.75,0.58,,식품의약품안전처,200ml
참치죽,음식,7,산업체급식(재료량 기반 산출 함량),04,죽 및 스프류,참치죽,해당없음,해당없음,해당없음,100ml,59,56.2,2.7,1.39,,8.67,0.4,0.5,6,0.65,28,83,155,16,1,180,0.04,0.041,1.133,0.79,0.4,2.85,0.2,,식품의약품안전처,600ml
채소죽,음식,7,산업체급식(재료량 기반 산출 함량),04,죽 및 스프류,채소죽,해당없음,해당없음,해당없음,100ml,74,36,1.8,0.24,,15.77,1.36,1.4,8,0.29,36,152,135,46,0,551,0.034,0.033,0.421,5,0,0,0.06,,식품의약품안전처,286.8
채소죽_달걀,음식,7,산업체급식(재료량 기반 산출 함량),04,죽 및 스프류,채소죽,달걀,해당없음,해당없음,100ml,61,47.9,1.4,1.69,,9.88,0.36,0.5,7,0.18,23,50,83,15,3,136,0.027,0.037,0.298,0.76,0.03,8.27,0.33,,식품의약품안전처,600ml
팥죽,음식,7,산업체급식(재료량 기반 산출 함량),04,죽 및 스프류,팥죽,해당없음,해당없음,해당없음,100ml,83,4.4,3,0.18,,17.12,2.99,2.1,9,0.63,51,159,112,0,0,1,0.083,0.045,0.249,0.99,0,0,0.05,,식품의약품안전처,302.7
호박죽,음식,7,산업체급식(재료량 기반 산출 함량),04,죽 및 스프류,호박죽,해당없음,해당없음,해당없음,100ml,43,25.4,0.8,0.17,,9.7,2.1,1.1,6,0.13,17,118,184,58,0,690,0.014,0.033,0.181,2.22,0,0,0.04,,식품의약품안전처,270ml
감자스프,음식,7,산업체급식(재료량 기반 산출 함량),04,죽 및 스프류,감자스프,해당없음,해당없음,해당없음,100ml,100,71.1,2.7,4.33,,12.06,3.25,1,60,0.2,58,171,20,90,43,561,0.037,0.09,0.311,2.54,0.05,12.1,2.61,,식품의약품안전처,200ml
떡국_소고기,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,떡국,소고기,해당없음,해당없음,100ml,108,26.4,2.9,1.24,,21.14,0.08,0.4,7,0.24,30,41,336,5,3,18,0.008,0.034,0.157,0.23,0.02,10.34,0.41,,식품의약품안전처,420ml
떡국_소고기_달걀,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,떡국,소고기,달걀,해당없음,100ml,87,120.3,3.3,1.16,,15.87,0.18,0.4,10,0.53,32,78,217,10,6,46,0.035,0.071,0.569,0.25,0.05,17.47,0.39,,식품의약품안전처,600ml
떡만두국,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,떡만두국,해당없음,해당없음,해당없음,100ml,49,13.4,1.9,1.14,,7.71,0.06,0.5,7,0.33,21,35,159,5,3,16,0.033,0.024,0.116,0.1,0.03,9.63,0.38,,식품의약품안전처,1007
떡만두국_고기만두,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,떡만두국,고기만두,해당없음,해당없음,100ml,69,54.5,2.46,1.34,,11.89,0.18,1,14,0.56,28,66,194,8,3,60,0.075,0.04,0.302,0.42,0.03,7.67,0.45,,식품의약품안전처,540ml
떡만두국_김치만두,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,떡만두국,김치만두,해당없음,해당없음,100ml,86,70.8,3.1,1.72,,14.7,0.34,1.4,20,0.62,40,98,254,13,5,92,0.065,0.078,0.465,0.36,0.07,13.61,0.55,,식품의약품안전처,600ml
라면,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,라면,해당없음,해당없음,해당없음,100ml,79,1.3,1.5,2.52,,12.19,0.01,0.7,40,0.08,18,38,58,0,0,1,0.014,0.198,0.156,0.13,0,0,1.18,,식품의약품안전처,590ml
라면_달걀,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,라면,달걀,해당없음,해당없음,100ml,95,8.7,2.6,3.32,,13.16,0.08,0.8,46,0.24,32,53,72,11,9,16,0.021,0.237,0.175,0.2,0.08,23,1.45,,식품의약품안전처,642ml
라면_어묵,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,라면,어묵,해당없음,해당없음,100ml,63,5.1,1.5,2.09,,9.18,0.13,0.5,31,0.12,19,35,50,6,3,31,0.013,0.154,0.124,0.18,0.03,8.27,0.94,,식품의약품안전처,928.6
만두국_고기만두,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,만두국,고기만두,해당없음,해당없음,100ml,44,42.9,2.24,1.48,,5.44,0.25,1.1,15,0.66,28,67,180,11,5,72,0.091,0.041,0.26,0.36,0.06,12.96,0.53,,식품의약품안전처,380ml
만두국_김치만두,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,만두국,김치만두,해당없음,해당없음,100ml,66,54.9,3.7,2.34,,7.63,0.48,1.9,27,1.08,45,101,201,15,5,114,0.075,0.057,0.473,0.54,0.08,15.62,0.82,,식품의약품안전처,600ml
수제비_김치,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,수제비,김치,해당없음,해당없음,100ml,67,13.1,2.6,0.29,,12.81,0.35,0.9,34,0.33,41,74,178,3,0,42,0.034,0.018,0.129,0.5,0.01,7.99,0.07,,식품의약품안전처,320ml
스파게티,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,스파게티,해당없음,해당없음,해당없음,100ml,100,25.8,3.2,1.52,,18.69,2.21,1.4,13,0.45,52,171,36,31,6,295,0.024,0.057,0.825,2.2,0,3.51,0.74,,식품의약품안전처,442.6
스파게티_미트소스,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,스파게티,미트소스,해당없음,해당없음,100ml,108,30.8,4.34,1.84,,18.58,2.84,1.4,13,0.52,60,183,137,21,1,233,0.054,0.059,0.93,2.02,0.02,5.01,0.46,,식품의약품안전처,350ml
스파게티_토마토소스,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,스파게티,토마토소스,해당없음,해당없음,100ml,116,32.6,3.56,1.38,,22.5,3.83,1.6,18,0.54,55,196,207,20,0,234,0.043,0.048,0.835,3.02,0,0.98,0.29,,식품의약품안전처,360ml
쌀국수,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,쌀국수,해당없음,해당없음,해당없음,100ml,66,12.7,2.3,0.86,,12.32,0.38,0.6,20,0.33,59,113,485,14,3,127,0.073,0.028,0.567,0.43,0.03,11.7,0.2,,식품의약품안전처,560ml
우동,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,우동,해당없음,해당없음,해당없음,100ml,61,29.8,1.86,0.72,,11.22,0.16,0.6,11,0.16,18,34,246,4,1,34,0.032,0.064,0.266,0.14,0,0.73,0.16,,식품의약품안전처,630ml
자장면,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,자장면,해당없음,해당없음,해당없음,100ml,126,32.4,4,2.05,,22.05,1.91,1.5,15,0.32,39,178,377,7,0,79,0.035,0.075,0.424,2.93,0.01,1.52,0.41,,식품의약품안전처,550ml
잔치국수,음식,7,산업체급식(재료량 기반 산출 함량),03,면 및 만두류,잔치국수,해당없음,해당없음,해당없음,100ml,63,35.7,1.99,0.55,,12.03,0.63,0.6,9,0.22,23,59,309,12,2,123,0.03,0.044,0.253,1.4,0.02,3.8,0.12,,식품의약품안전처,650ml
현미밥_쌀,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,현미밥,쌀,해당없음,해당없음,100ml,120,4.4,2.15,0.2,,26.15,0.02,0.5,2,0.44,34,58,3,0,0,1,0.078,0.008,0.509,0,0,0,0.06,,식품의약품안전처,370ml
회덮밥_참치,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,회덮밥,참치,해당없음,해당없음,100ml,79,25,3.8,0.58,,14.17,1.54,0.6,10,0.53,51,85,66,17,1,197,0.06,0.038,1.484,1.88,0.5,4.03,0.11,,식품의약품안전처,698.1
흑미밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,흑미밥,해당없음,해당없음,해당없음,100ml,118,4.4,2.12,0.18,,25.85,0.03,0.5,3,0.41,34,59,3,0,0,3,0.085,0.013,0.426,0,0,0,0.05,,식품의약품안전처,390ml
감자밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,감자밥,해당없음,해당없음,해당없음,100ml,130,15.1,2.4,0.14,,28.45,0.01,0.7,3,0.56,37,113,2,0,0,1,0.078,0.014,0.464,1.4,0,0,0.05,,식품의약품안전처,261.5
강낭콩밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,강낭콩밥,해당없음,해당없음,해당없음,100ml,112,5.9,2.3,0.34,,23.99,0.14,1.1,4,0.19,40,54,1,0,0,2,0.046,0.013,0.379,0.08,0,0,0.1,,식품의약품안전처,300ml
검정콩밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,검정콩밥,해당없음,해당없음,해당없음,100ml,121,4.2,3.2,0.8,,24.31,0.35,1.2,8,0.28,50,84,1,0,0,2,0.034,0.03,0.357,0.19,0,0,0.16,,식품의약품안전처,300ml
고구마밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,고구마밥,해당없음,해당없음,해당없음,100ml,139,13,2.3,0.35,,30.47,1.6,1,4,0.14,39,82,2,0,0,5,0.041,0.013,0.423,1.04,0,0,0.1,,식품의약품안전처,272ml
낙지 덮밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,낙지 덮밥,해당없음,해당없음,해당없음,100ml,92,53.9,3.8,1.23,,16.1,2.35,1.2,12,0.4,48,131,146,20,0,235,0.041,0.054,0.581,1.57,0,15.99,0.22,,식품의약품안전처,900ml
낙지 비빔밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,낙지 비빔밥,해당없음,해당없음,해당없음,100ml,88,48.8,4.3,1.31,,14.72,1.25,1,14,0.45,51,107,176,23,3,247,0.04,0.051,0.217,1.42,0.03,9.72,0.24,,식품의약품안전처,900ml
닭고기 덮밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,닭고기 덮밥,해당없음,해당없음,해당없음,100ml,97,22.4,5.3,0.7,,16.4,0.92,0.5,6,0.3,44,88,120,11,10,2,0.055,0.055,0.7,0.29,0.03,18.8,0.18,,식품의약품안전처,634ml
돼지머리국밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,돼지머리국밥,해당없음,해당없음,해당없음,100ml,68,11.4,2.2,1.48,,11.03,0.22,0.4,6,0.13,22,35,100,1,0,11,0.026,0.014,0.224,0.74,0.02,9.17,0.58,,식품의약품안전처,932.1
모듬 초밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,모듬 초밥,해당없음,해당없음,해당없음,100ml,188,37.6,9.8,2.93,,28.9,2.3,0.4,36,1.46,129,156,345,103,103,1,0.168,0.108,1.407,0.68,2.53,59.52,0.85,,식품의약품안전처,245ml
소고기 국밥_내장,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,소고기 국밥,내장,해당없음,해당없음,100ml,62,12.1,2.2,0.75,,11.02,0.22,0.4,5,0.23,28,47,85,1,0,11,0.027,0.018,0.314,0.75,0,7.36,0.24,,식품의약품안전처,932.1
소고기 덮밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,소고기 덮밥,해당없음,해당없음,해당없음,100ml,109,21.9,5.7,2.78,,14.39,1.05,0.4,4,0.61,59,97,134,2,2,5,0.037,0.061,0.781,0.32,0,13.27,1.13,,식품의약품안전처,667.5
열무 비빔밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,열무 비빔밥,해당없음,해당없음,해당없음,100ml,89,19.6,2.3,1.14,,16.86,0.61,0.9,20,0.24,32,86,112,16,1,184,0.039,0.046,0.349,0.57,0,2.63,0.43,,식품의약품안전처,600ml
오징어 덮밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,오징어 덮밥,해당없음,해당없음,해당없음,100ml,65,20.8,3.3,0.25,,11.88,0.95,0.4,5,0.23,48,93,51,13,0,152,0.044,0.014,0.215,1.57,0.72,27.47,0.07,,식품의약품안전처,708.2
오징어 덮밥_채소,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,오징어 덮밥,채소,해당없음,해당없음,100ml,91,54.6,5.1,1.33,,14.49,1.76,1.1,10,0.18,73,142,137,20,0,243,0.044,0.046,0.193,1.67,1.16,44.43,0.25,,식품의약품안전처,900ml
옥수수밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,옥수수밥,해당없음,해당없음,해당없음,100ml,170,5.6,3.5,0.76,,36.22,0.87,1.7,3,0.23,49,48,1,1,0,16,0.048,0.022,0.556,0.31,0,0,0.18,,식품의약품안전처,215ml
동태국,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,동태국,해당없음,해당없음,해당없음,100ml,29,34.7,4.2,0.62,,1.56,0.39,0.8,21,0.29,61,117,325,10,2,101,0.034,0.053,0.322,0.88,0.09,10.88,0.09,,식품의약품안전처,320ml
보리밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,보리밥,해당없음,해당없음,해당없음,100ml,118,4.4,2.2,0.18,,25.78,0.03,0.7,3,0.47,33,60,2,0,0,1,0.068,0.012,0.416,0,0,0,0.06,,식품의약품안전처,380ml
볶음밥_계란,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,볶음밥,계란,해당없음,해당없음,100ml,164,24.2,5.8,3.48,,26.2,0.22,1.6,18,0.78,91,87,111,31,31,1,0.061,0.101,0.402,0.02,0.26,77.03,0.91,,식품의약품안전처,300ml
볶음밥_김치_돼지고기,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,볶음밥,김치,돼지고기,해당없음,100ml,121,24.3,3.2,1.7,,22.36,0.8,1.3,13,0.24,47,104,85,9,0,101,0.062,0.041,0.637,1.38,0.03,2.7,0.37,,식품의약품안전처,450ml
볶음밥_새우,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,볶음밥,새우,해당없음,해당없음,100ml,91,24.3,3.1,1.31,,15.92,0.63,0.9,10,0.35,48,88,62,17,0,210,0.027,0.027,0.565,1.63,0,12.76,0.22,,식품의약품안전처,464.9
볶음밥_참치_김치,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,볶음밥,참치,김치,해당없음,100ml,142,30.5,6.2,2.16,,23.26,0.62,1,15,1.63,59,141,182,14,0,167,0.082,0.032,2.015,1.33,0.94,5.83,0.3,,식품의약품안전처,441.7
볶음밥_채소,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,볶음밥,채소,해당없음,해당없음,100ml,115,25.5,2.9,1.69,,21.37,0.76,1.2,8,0.27,46,104,107,17,3,165,0.05,0.029,0.462,2.64,0.03,9.12,0.36,,식품의약품안전처,300ml
볶음밥_해물,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,볶음밥,해물,해당없음,해당없음,100ml,104,50.7,5.2,2.3,,14.77,0.68,0.6,13,0.51,69,75,145,27,12,182,0.036,0.058,0.365,0.91,0.51,51.44,0.58,,식품의약품안전처,500ml
볶음밥_햄,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,볶음밥,햄,해당없음,해당없음,100ml,126,19.8,3,1.74,,23.6,0.66,0.9,5,0.15,45,83,144,15,0,181,0.062,0.018,0.586,2.42,0,2.27,0.33,,식품의약품안전처,460ml
비빔밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,비빔밥,해당없음,해당없음,해당없음,100ml,112,31.8,3.7,2.74,,17.69,1.52,1.1,15,0.5,57,134,83,60,12,578,0.05,0.079,0.417,2.92,0.1,30.71,0.82,,식품의약품안전처,545.2
비빔밥_열무_양념장,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,비빔밥,열무,양념장,해당없음,100ml,114,35.8,3.16,1.57,,21.69,1.63,1.4,34,0.68,51,162,232,43,8,418,0.089,0.087,0.488,1.68,0.11,18.87,0.35,,식품의약품안전처,510ml
비빔밥_참치,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,비빔밥,참치,해당없음,해당없음,100ml,122,54.3,5.4,3.89,,15.64,0.78,0.7,10,0.31,58,82,128,22,7,175,0.039,0.046,1.683,1.69,0.9,23.2,0.68,,식품의약품안전처,510ml
비빔밥_참치_양념장,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,비빔밥,참치,양념장,해당없음,100ml,81,18.4,3.14,0.93,,14.84,1.45,0.7,12,0.79,34,96,140,26,2,287,0.057,0.038,0.882,0.99,0.39,7.24,0.15,,식품의약품안전처,700ml
삼각김밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,삼각김밥,해당없음,해당없음,해당없음,100ml,183,10.8,5.2,3.83,,30.8,0.09,0.8,13,1.26,59,124,223,12,0,143,0.099,0.064,1.408,1.5,0.52,4.07,0.61,,식품의약품안전처,94.5m
수수밥,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,수수밥,해당없음,해당없음,해당없음,100ml,120,4.4,2.21,0.17,,26.3,0.02,0.5,2,0.46,33,61,3,0,0,2,0.08,0.009,0.409,0,0,0,0.05,,식품의약품안전처,350ml
